tax_id,scientific_name,accession,seq_name,seq_len
865620,Akodon polopi,GU189331.1,"Akodon polopi voucher MACN 23487 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1325298,Leopoldamys ciliatus,MZ221535.1,"Leopoldamys ciliatus isolate ZOGH14 cytochrome b (cytB) gene, partial cds; mitochondrial",1140
2028304,Rhipidomys venezuelae,KY754144.1,"Rhipidomys venezuelae cytochrome b (cytb) gene, partial cds; mitochondrial",417
871244,Eothenomys sp. 1 SL-2010a,KY997381.1,"Eothenomys sp. 1 SL-2010a isolate JYBCP0727 cytochrome b (Cytb) gene, partial cds; mitochondrial",1131
1189089,Meriones tristrami bodenheimeri,JQ687401.1,"UNVERIFIED: Meriones tristrami bodenheimeri voucher 6330 cytochrome b-like (cytb) gene, partial sequence; mitochondrial",789
2639651,unclassified Lemmus,JX483931.1,"Lemmus sp. 1 VKL-2013 isolate V093 cytochrome b (cytb) gene, partial cds; and control region, partial sequence; mitochondrial",620
1026972,Nannospalax montanosyrmiensis,OR751017.1,"Nannospalax montanosyrmiensis isolate FK260 cytochrome b (cytb) gene, partial cds; mitochondrial",502
1405180,Taeromys celebensis,MW058818.1,"Taeromys celebensis voucher NMVZ20637 cytochrome b (cytb) gene, partial cds; mitochondrial",785
1395794,Meriones persicus,KR089030.1,"Meriones persicus cytochrome b (cytb) gene, partial cds; mitochondrial",712
2904038,Nephelomys ricardopalmai,PV391572.1,"Nephelomys ricardopalmai voucher VPT5514 cytochrome b (CYTB) gene, partial cds; mitochondrial",804
2833618,Neomicroxus bogotensis,MT240522.1,"Neomicroxus bogotensis voucher LCVR50 cytochrome b (Cytb) gene, partial cds; mitochondrial",801
2941064,Mus sp. indet. Clade68,OL408936.1,"Mus sp. indet. Clade68 voucher KIZ:NMK KE20150464 cytochrome b (cytb) gene, partial cds; mitochondrial",1134
504098,Meriones chengi,AB381900.1,"Meriones chengi mitochondrial cytb gene for cytochrome b, partial cds, specimen_vouher: #142-2001",1076
2496257,Acomys cf. kempi KE144,MH045040.1,"Acomys cf. kempi KE144 cytochrome b (cytb) gene, partial cds; mitochondrial",1020
3092356,Nannospalax serbicus thermaicus,OR751043.1,"Nannospalax serbicus thermaicus isolate FK310 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
2861666,Peromyscus sp. MVZ 223386,MZ510917.1,"Peromyscus sp. MVZ 223386 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1003857,Mindomys hammondi,MZ437999.1,"Mindomys hammondi voucher MECN6228 cytochrome b (Cytb) gene, partial cds; mitochondrial",832
2819014,Paynomys,JF706717.1,"Chelemys macronyx voucher CNP 2375 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2993827,Ammodillus imbellis,ON366729.1,"Ammodillus imbellis isolate LAV3448 cytochrome b (cytb) gene, partial cds; mitochondrial",972
3112423,Oecomys osgoodi,PP001561.1,"Oecomys osgoodi voucher FMNH:MAMM:175097 cytochrome b (cytb) gene, partial cds; mitochondrial",777
2819588,Gerbilliscus sp. a JK-2021,MW537423.1,"Gerbilliscus sp. a JK-2021 isolate ANG0167 cytochrome b (cytb) gene, partial cds; mitochondrial",875
3371161,Stenocranius raddei,OP765433.1,"Lasiopodomys raddei isolate 5859_Baley cytochrome b (cytb) gene, partial cds; mitochondrial",987
1564267,Gerbillus floweri,KM236119.1,"Gerbillus floweri isolate F2 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2496216,Acomys cf. kempi ETH0332,MH045033.1,"Acomys cf. kempi ETH0332 cytochrome b (cytb) gene, partial cds; mitochondrial",1002
3470077,Oreoryzomys huancabambensis,PX593751.1,"Oreoryzomys huancabambensis voucher MUSM 56894 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2975616,Neodon sp. KIZ DD180012,MW682433.1,"Neodon sp. KIZ DD180012 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2603181,Praomys jacksoni complex sp. 'IIa',MK423083.1,"Praomys jacksoni complex sp. 'IIa' isolate FMNH_195190 cytochrome b (cytb) gene, partial cds; mitochondrial",1114
2828272,Dendromus sp. indet. 3 GV-2021,MW712025.1,"Dendromus sp. indet. 3 GV-2021 voucher ZMMU:S-192890 cytochrome b (cytb) gene, partial cds; mitochondrial",1066
2828257,Dendromus lachaisei,MW712014.1,"Dendromus lachaisei voucher MNHN:ZM-2011-6 cytochrome b (cytb) gene, partial cds; mitochondrial",854
3002827,Rattus sp. FMNH 135720,OM502743.1,"Rattus sp. FMNH 135720 isolate SMG3042 cytochrome b (CYTB) gene, partial cds; mitochondrial",1066
2496239,Acomys cf. wilsoni KE028,MH044910.1,"Acomys cf. wilsoni KE028 cytochrome b (cytb) gene, partial cds; mitochondrial",515
1545439,Gerbillus cheesmani,OK033237.1,"Gerbillus cheesmani cytochrome b (cytB) gene, partial cds; mitochondrial",756
1576793,Neodon sp. 1 WJ-2014,KP190218.1,"Neodon sp. 1 WJ-2014 isolate MT008 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2635895,unclassified Reithrodontomys,EF990019.1,"Reithrodontomys sp. ROM116805 cytochrome b (CYTB) gene, partial cds; mitochondrial",1056
1734924,Nephelomys devius,MN547733.1,"Nephelomys devius voucher RPA_391 cytochrome b (cytb) gene, partial cds; and tRNA-Thr gene, partial sequence; mitochondrial",1149
2496259,Acomys cf. kempi KE889,MH045043.1,"Acomys cf. kempi KE889 cytochrome b (cytb) gene, partial cds; mitochondrial",612
1539135,Microtus qazvinensis,MH384455.1,"Microtus qazvinensis strain Kheyrabad 7 cytochrome b (cytb) gene, partial cds; mitochondrial",456
3369702,Alexandromys shantaricus,MT990639.1,"Microtus oeconomus shantaricus voucher personal collection:Nikolay Dokuchaev:227 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
2861667,Peromyscus sp. MVZ 235925,MZ510918.1,"Peromyscus sp. MVZ 235925 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2819045,Loxodontomys,AF108690.1,"Auliscomys micropus cytochrome B (cytB) gene, mitochondrial gene encoding mitochondrial protein, complete cds",1144
3370183,Lophuromys huttereri,PV873825.1,"Lophuromys huttereri voucher EBO470 cytochrome b (cytb) gene, partial cds; mitochondrial",1006
857467,Leopoldamys neilli,HM219612.1,"Leopoldamys neilli haplotype HCB22 cytochrome b (cytb) gene, partial cds; mitochondrial",899
2833617,Neomicroxus,MT240522.1,"Neomicroxus bogotensis voucher LCVR50 cytochrome b (Cytb) gene, partial cds; mitochondrial",801
2661596,Grammomys sp. LIK243,MN597640.1,"Grammomys sp. LIK243 cytochrome b (cytb) gene, partial cds; mitochondrial",780
1392554,Lophuromys zena,OL408933.1,"Lophuromys zena voucher KIZ:NMK KE20150095 cytochrome b (cytb) gene, partial cds; mitochondrial",1136
1890064,Dendromus lovati,MW712030.1,"Dendromus lovati voucher ZFMK:MAM_2007_355 cytochrome b (cytb) gene, partial cds; mitochondrial",1017
3370998,Bramus lutescens,MG264363.1,"Ellobius lutescens voucher 26939 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
3122392,Nothocricetulus migratorius,PP457735.1,"Nothocricetulus migratorius voucher IDB RAS CWT 27251 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1962322,Neacomys amoenus carceleni,MW512696.1,"Neacomys amoenus carceleni voucher QCAZ15818 cytochrome b (cytb) gene, partial cds; mitochondrial",648
530181,Thomasomys erro,PQ300792.1,"Thomasomys erro voucher MECN:7140 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2801481,Niviventer bukit,KY304470.1,"Niviventer bukit isolate ZIN97692 cytochrome b (cytb) gene, partial cds; mitochondrial",1131
2623844,unclassified Peromyscus,MW017660.1,"Peromyscus sp. b MALT-2022 voucher UAMI 15513 cytochrome b (cytb) gene, partial cds; mitochondrial",811
1588033,Peromyscus cf. nicaraguae SGP-2014,KP284327.1,"Peromyscus cf. nicaraguae SGP-2014 voucher CM113115 cytochrome b (cytb) gene, partial cds; mitochondrial",1113
2079783,Neacomys sp. MZUSP 29540,MG262333.1,"Neacomys sp. MZUSP 29540 cytochrome b (cytb) gene, partial cds; mitochondrial",669
1925732,Niviventer sacer,MT334070.1,"Niviventer sacer isolate S3310 cytochrome b (Cytb) gene, partial cds; mitochondrial",1140
2967115,Cricetomys sp. 1 KJG-2022,OP089718.1,"Cricetomys sp. 1 KJG-2022 isolate PtulT1438_IC cytochrome b (Cytb) gene, partial cds; mitochondrial",402
1972514,Bandicota bengalensis gracilis,KY697993.1,"Bandicota bengalensis gracilis voucher WHT:6831 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2028318,Peromyscus cf. spicilegus SJS-2017,KY754101.1,"Peromyscus cf. spicilegus SJS-2017 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
796024,Rattus rattus alexandrinus,MH253713.1,"Rattus rattus alexandrinus strain PDZ 46 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2303641,Melomys bannisteri,MH741757.1,"Melomys bannisteri voucher WAM M42669 cytochrome b (CYTB) gene, partial cds; mitochondrial",807
2107264,Hybomys trivirgatus,MW762589.1,"Hybomys trivirgatus voucher MNHN-ZM 2017-1742 cytochrome b (cytb) gene, partial cds; mitochondrial",1076
1392512,Cannomys badius,MH189064.1,"Cannomys badius isolate PhuHuayDue1 cytochrome b (cytb) gene, partial cds; mitochondrial",615
2912599,Serengetimys,OK647171.1,"Serengetimys pernanus isolate TZ27869 cytochrome b (cytb) gene, partial cds; mitochondrial",798
530178,Nephelomys albigularis,MZ736550.1,"Nephelomys albigularis voucher MUSM VPT1647 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1391529,Phyllotis osilae nogalaris,KT024789.1,"Phyllotis osilae nogalaris voucher MACN:26378 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2219198,Carpomys melanurus,MH330617.1,"Carpomys melanurus voucher FMNH:198723 cytochrome b (CYTB) gene, complete cds; mitochondrial",1144
2184228,Myodes shanseius,KY968290.1,"Myodes shanseius isolate HB10N039 cytochrome b (cytb) gene, complete cds; mitochondrial",1143
2766943,Euryoryzomys legatus,MT118042.1,"Euryoryzomys legatus voucher MACN27069 cytochrome b (cytb) gene, partial cds; mitochondrial",800
3144151,Thomasomys nicefori,OP991881.1,"Thomasomys nicefori voucher PNNO47 cytochrome b (cytb) gene, partial cds; mitochondrial",601
2048990,Eothenomys luojishanensis,KY997386.1,"Eothenomys luojishanensis isolate LJS16014 cytochrome b (Cytb) gene, partial cds; mitochondrial",1110
2956714,Oxymycterus nigrifrons,MZ322543.1,"Oxymycterus nigrifrons isolate AR231 cytochrome b (cytb) gene, partial cds; mitochondrial",784
3112422,Oecomys sp. n TG-2024,PP001560.1,"Oecomys sp. n TG-2024 voucher MUSM:23815 cytochrome b (cytb) gene, partial cds; mitochondrial",777
1890050,Aethomys silindensis,MW537413.1,"Aethomys silindensis isolate TZ31054 cytochrome b (cytb) gene, partial cds; mitochondrial",914
2036764,Peromyscus mexicanus teapensis,KX966181.1,"Peromyscus mexicanus teapensis isolate 122CaVE cytochrome b (cytb) gene, partial cds; mitochondrial",545
1890209,Saccostomus campestris campestris,OK093882.1,"Saccostomus campestris campestris isolate TZ33958 cytochrome b (cytb) gene, partial cds; mitochondrial",1008
1071968,Alticola strelzovi desertorum,JN032755.1,"Alticola strelzowi desertorum voucher 5970 cytochrome b (cytb) gene, partial cds; mitochondrial",862
2819600,Rhabdomys sp. PT2016x3,MW512119.1,"Rhabdomys sp. PT2016x3 cytochrome b (cytb) gene, partial cds; mitochondrial",723
2613863,Neodon bershulaensis,PQ382958.1,"Neodon bershulaensis isolate LZ2021091493 cytochrome b (cytb) gene, partial cds; mitochondrial",1069
2966567,Peromyscus sp. t MALT-2022,MW017653.1,"Peromyscus sp. t MALT-2022 voucher CNMA 47186 cytochrome b (cytb) gene, partial cds; mitochondrial",811
865619,Akodon caenosus,GU189327.1,"Akodon caenosus voucher MACN 23510 cytochrome b (cytb) gene, partial cds; mitochondrial",801
548546,Neusticomys monticolus,KF359518.1,"Neusticomys monticolus voucher TK149034 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
862511,Pyromys,OR352829.1,"Mus fernandoni voucher WHT6871 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1543365,Rhabdomys dilectus dilectus,OK093808.1,"Rhabdomys dilectus dilectus isolate TZ33882 cytochrome b (cytb) gene, partial cds; mitochondrial",1040
3016535,Gerbillus pusillus,ON366733.1,"Gerbillus pusillus isolate K4x3303 cytochrome b (cytb) gene, partial cds; mitochondrial",748
1587529,Peromyscus mexicanus tropicalis,MZ510913.1,"Peromyscus mexicanus tropicalis voucher TTU 62079 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2866654,Colomys eisentrauti,MT610392.1,"Colomys eisentrauti voucher VM_CMR.2009.26 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2993829,Gerbilliscus cf. kempi AM-2022,OL828234.1,"Gerbilliscus cf. kempi AM-2022 isolate 3651 cytochrome b (cytb) gene, partial cds; mitochondrial",957
1116354,Gerbilliscus sp. ADM-2011,JF704160.1,"Gerbilliscus sp. ADM-2011 voucher MNHN:VV199867 cytochrome b (cytb) gene, partial cds; mitochondrial",1104
2941054,Grammomys sp. indet. Clade129,OL408924.1,"Grammomys sp. indet. Clade129 voucher KIZ:NMK KE20150049 cytochrome b (cytb) gene, partial cds; mitochondrial",1139
2082263,Lophuromys laticeps,MN617005.1,"Lophuromys laticeps isolate TA293 cytochrome b (cytb) gene, partial cds; mitochondrial",1131
2603182,Praomys jacksoni complex sp. 'IIb',MK423063.1,"Praomys jacksoni complex sp. 'IIb' isolate L006 cytochrome b (cytb) gene, partial cds; mitochondrial",913
3390080,Calomyscus sp. Group B,KT878619.1,"Calomyscus sp. group B SAk-2015 voucher MVZ191938 cytochrome b (Cytb) gene, partial cds; mitochondrial",566
1857772,Urocricetus kamensis kamensis,KX058133.1,"Urocricetus kamensis kamensis voucher 1503 cytochrome b (cytb) gene, partial cds; mitochondrial",1144
2870494,Niviventer sp. VN4004M620,MZ356209.1,"Niviventer sp. VN4004M620 clone VN4004M620 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2927134,Chilomys sp. w NT-2025,OM703427.1,"Chilomys sp. w NT-2025 voucher QCAZ8695 cytochrome b (Cytb) gene, partial cds; mitochondrial",1140
3371032,Daptomys ferreirai,KX792192.1,"Daptomys ferreirai cytochrome b (cytb) gene, partial cds; mitochondrial",801
2941061,Praomys sp. indet. Clade125,OL408953.1,"Praomys sp. indet. Clade125 voucher KIZ:NMK KE20150728 cytochrome b (cytb) gene, partial cds; mitochondrial",1139
915257,Megadontomys nelsoni,HQ538496.1,"Megadontomys nelsoni voucher BYU:15286 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1725227,Thomasomys sp. JMB-2015,KR818906.1,"Thomasomys sp. JMB-2015 voucher TEL 2775 cytochrome b (cytb) gene, partial cds; mitochondrial",1059
685572,Eliurus carletoni,OR392532.1,"Eliurus carletoni voucher A39 cytochrome b (cytb) gene, partial cds; mitochondrial",1064
2649651,unclassified Aethomys,AF004587.1,"Aethomys sp. cytochrome b (cytb) gene, mitochondrial gene encoding mitochondrial protein, partial cds",1140
1003211,unclassified Niviventer,KX822742.1,"Niviventer sp. 1 DG-2015 isolate HN12049 cytochrome b (cytb) gene, partial cds; mitochondrial",1095
3035308,Microtus drummondii,PV593096.1,"Microtus drummondii voucher MSB:Mamm:31486 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3139733,Akodon diauarum,PP579413.1,"Akodon diauarum isolate CIT612 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1545497,Thomasomys paramorum,MN557098.1,"Thomasomys paramorum voucher QCAZ12624 cytochrome b (Cytb) gene, partial cds; mitochondrial",753
1812819,Neusticomys vossi,KF359514.1,"Neusticomys sp. JDH-2013 voucher QCAZ8956 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
530175,Hylaeamys laticeps,EU579498.1,"Hylaeamys laticeps voucher MVZ198262 cytochrome b (Cytb) gene, partial cds; mitochondrial",1143
3369705,Alticola albicauda,PV558710.1,"Alticola albicauda isolate XJ23028 cytochrome b (cytb) gene, complete cds; mitochondrial",1143
685570,Eliurus antsingy,MK806701.1,"Eliurus antsingy voucher FMNH:175913 cytochrome b (cytb) gene, complete cds; mitochondrial",1143
3342869,Thomasomys sp. o MP-2024,PQ300789.1,"Thomasomys sp. o MP-2024 voucher MECN:6909 cytochrome b (cytb) gene, partial cds; mitochondrial",653
2053722,Oligoryzomys destructor spodiurus,MG214269.1,"Oligoryzomys destructor spodiurus voucher MUSM 40960 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1157628,Cricetomys ansorgei,PV873538.1,"Cricetomys ansorgei voucher EBO80 cytochrome b (cytb) gene, partial cds; mitochondrial",1109
3117656,Thomasomys sp. 4 SEP-2024a,PP102196.1,"Thomasomys sp. 4 SEP-2024a isolate SEP108 cytochrome b (cytb) gene, partial cds; mitochondrial",751
595394,Berylmys berdmorei,HM217473.1,"Berylmys berdmorei voucher L0006 cytochrome b (cytb) gene, partial cds; mitochondrial",1104
548537,Zygodontomys microtinus,EU652766.1,"Zygodontomys microtinus voucher AN790 cytochrome b (cytb) gene, partial cds; mitochondrial",1026
1825906,Gerbilliscus sp. ADSB-2016a,KT029855.1,"Gerbilliscus sp. ADSB-2016a voucher 88TN09 cytochrome b (cytb) gene, partial cds; mitochondrial",922
1330387,Maxomys tajuddinii,PQ861167.1,"Maxomys tajuddinii isolate TK152985 cytochrome b (CYTB) gene, partial cds; mitochondrial",1143
2804060,Phyllotis sp. 1 AO-2021,MT776477.1,"Phyllotis sp. 1 AO-2021 isolate JPJ2155 cytochrome b (cytb) gene, partial cds; mitochondrial",801
3622383,Tachyoryctes splendens complex sp. 4 GM-2026,PX503351.1,"Tachyoryctes splendens complex sp. 4 GM-2026 isolate ETH2574 cytochrome b (cytb) gene, partial cds; mitochondrial",1016
2870493,Niviventer sp. VN3973M589,MZ356208.1,"Niviventer sp. VN3973M589 clone VN3973M589 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2044889,Oligoryzomys occidentalis,MK128796.1,"UNVERIFIED: Oligoryzomys occidentalis voucher MSB 87148 cytochrome b-like (cytb) gene, partial sequence; mitochondrial",801
3126315,Cricetomys sp. 1 PG-2024,OR167411.1,"Cricetomys sp. 1 PG-2024 isolate 2 cytochrome b (cytb) gene, partial cds; mitochondrial",402
1890211,Dendromus nikolausi,MW712015.1,"Dendromus nikolausi voucher ZMMU:S-192753 cytochrome b (cytb) gene, partial cds; mitochondrial",986
2828259,Dendromus oreas,MW712039.1,"Dendromus oreas voucher MNHN:ZM-2011-224 cytochrome b (cytb) gene, partial cds; mitochondrial",1003
1398189,Andalgalomys pearsoni dorbignyi,AF159285.1,"Andalgalomys pearsoni dorbignyi cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3092354,Nannospalax insularis,OR751034.1,"Nannospalax insularis isolate FK298 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
3477449,Daptomys nunashae,PV692089.1,"Daptomys nunashae cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2162902,Alexandromys limnophilus,MK750929.1,"Alexandromys limnophilus voucher ZMMU:S-191066 cytochrome b (cytb) gene, partial cds; mitochondrial",1103
2716766,Taeromys callitrichus,MW058817.1,"Taeromys callitrichus voucher NMVC38026 cytochrome b (cytb) gene, partial cds; mitochondrial",799
1925734,Niviventer confucianus yushuensis,KY068853.1,"Niviventer confucianus yushuensis isolate Z20140902 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2819589,Gerbilliscus sp. b JK-2021,MW537425.1,"Gerbilliscus sp. b JK-2021 isolate KE732 cytochrome b (cytb) gene, partial cds; mitochondrial",709
1582504,Mus cf. gerbillus TA-2014,KJ935831.1,"Mus cf. gerbillus TA-2014 isolate T50584 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2619336,unclassified Praomys,PV809391.1,"Praomys sp. t TD-2025 voucher VN2238 cytochrome b (cytb) gene, partial cds; mitochondrial",1081
932761,Apomys minganensis,HM371048.1,"Apomys sp. SJS-2010e voucher FMNH:190861 cytochrome b (cytb) gene, partial cds; mitochondrial",1116
2828481,Brucepattersonius nebulosus,OQ560632.1,"Brucepattersonius nebulosus isolate BOCA795 cytochrome b (cytb) gene, partial cds; mitochondrial",799
1217602,Soricomys montanus,JQ898067.1,"Soricomys montanus voucher FMNH 188313 cytochrome b (CYTB) gene, complete cds; mitochondrial",1144
1189087,Meriones tristrami intraponticus,JQ687388.1,"UNVERIFIED: Meriones tristrami intraponticus voucher 5653 cytochrome b-like (cytb) gene, partial sequence; mitochondrial",792
2497119,Microryzomys altissimus,EU579502.1,"Neacomys minutus voucher QCAZ8353 cytochrome b (Cytb) gene, partial cds; mitochondrial",1143
862507,Mus,PX550947.1,"Mus cf. gratus voucher BDA334 cytochrome b (cytb) gene, partial cds",1110
2742916,Peromyscus purepechus,MK878989.1,"Peromyscus purepechus voucher CNMA11302 cytochrome b (cytb) gene, partial cds; mitochondrial",811
685891,Eolagurus luteus,OM140663.1,"Eolagurus luteus cytochrome b (CYTB) gene, complete cds; mitochondrial",1143
655593,Hylaeamys perenensis,PV391818.1,"Hylaeamys perenensis voucher FPI0000366 cytochrome b (CYTB) gene, partial cds; mitochondrial",804
2912620,Mastomys natalensis complex sp. natAI,OK646853.1,"Mastomys natalensis complex sp. natAI isolate NK876 cytochrome b (cytb) gene, partial cds; mitochondrial",518
3092348,Nannospalax hellenicus hellenicus,OR751016.1,"Nannospalax hellenicus hellenicus isolate FK259 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
511942,Euryoryzomys,PV391806.1,"Euryoryzomys nitidus voucher FPI0000404 cytochrome b (CYTB) gene, partial cds; mitochondrial",804
2304083,Tanyuromys,MT700426.1,"Tanyuromys thomasleei voucher JBM2246 cytochrome b (cytb) gene, partial cds; mitochondrial",807
3092350,Nannospalax serbicus,OR751043.1,"Nannospalax serbicus thermaicus isolate FK310 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
1074490,Neotoma lepida insularis,DQ781161.1,"Neotoma insularis voucher UCLA19911 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1472668,Alticola lemminus,MK341116.1,"Alticola lemminus vicina voucher 4669 cytochrome b (cytb) gene, partial cds; mitochondrial",1125
3104751,Microtus irani irani,OP573492.1,"Microtus irani irani voucher AM-4783 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2303643,Zyzomys palatalis,MH741831.1,"Zyzomys palatalis voucher ABTC 30744 cytochrome b (CYTB) gene, partial cds; mitochondrial",803
866550,Rhipidomys tribei,PQ640353.1,"Rhipidomys tribei voucher MZNB 169 cytochrome b (cytb) gene, partial cds; mitochondrial",1134
2162899,Alexandromys,PP816990.1,"Alexandromys middendorffii voucher 21-12 cytochrome b (cytb) gene, partial cds; mitochondrial",1134
2496229,Acomys cf. mullah ET167,MH044994.1,"Acomys cf. mullah ET167 cytochrome b (cytb) gene, partial cds; mitochondrial",723
2630997,unclassified Deltamys,JN232110.1,"Deltamys sp. Esmeralda/GDE-2011 voucher CIT 947 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
2172891,Tachyoryctes splendens complex sp. 5 JK-2018,MH189077.1,"Tachyoryctes splendens complex sp. 5 JK-2018 isolate TZ27877 cytochrome b (cytb) gene, partial cds; mitochondrial",831
1002001,Niviventer sp. LLL-2011,HM031674.1,"Niviventer sp. strain HN127 cytochrome b (cytb) gene, partial cds; mitochondrial",1139
1972515,Bandicota bengalensis insularis,OP976206.1,"Bandicota bengalensis insularis voucher PDZ_49 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1258728,Punomys,OQ571718.1,"Punomys lemminus voucher MQC358 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2496247,Acomys cf. kempi LAV2933,MH045028.1,"Acomys cf. kempi LAV2933 cytochrome b (cytb) gene, partial cds; mitochondrial",1031
2621192,unclassified Leopoldamys,KM262613.1,"Leopoldamys sp. L1 voucher R4087 cytochrome c oxidase subunit 1 (cytb) gene, partial cds; mitochondrial",613
2614690,Microtus mustersi,MK631996.1,"Microtus mustersi haplotype Wadi-al-Kouf 3 cytochrome b (cytb) gene, partial cds; mitochondrial",654
687454,Typhlomys,PV574596.1,"Typhlomys huangshanensis isolate TMS14021 cytochrome b (CYTB) gene, complete cds; mitochondrial",1140
3370958,Wiedomys pyrrhorinos,PP953706.1,"Wiedomys pyrrhorinos voucher UFPB9764 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2028308,Thomasomys macrotis,KY754168.1,"Thomasomys macrotis cytochrome b (cytb) gene, partial cds; mitochondrial",426
553233,Abrothrix lanosus,EU683433.1,"Abrothrix lanosus voucher PNG458 cytochrome b (cytb) gene, partial cds; mitochondrial",1160
3369735,Brachytarsomys villosus,KY753954.1,"Brachytarsomys villosus cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3092529,Calomyscus kiabii,OR786670.1,"Calomyscus kiabii voucher ZMFUM5173 cytochrome b (CYTB) gene, partial cds; mitochondrial",867
2627589,unclassified Eligmodontia,HQ443312.1,"Eligmodontia sp. AES-2011 voucher LCM3377 cytochrome b (cytb) gene, partial cds; mitochondrial",1134
538996,Akodon simulator group,EU260487.1,"Akodon tartareus voucher NK 23980 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
530180,Sooretamys angouya,OQ560626.1,"Sooretamys angouya isolate BOCA841 cytochrome b (cytb) gene, partial cds; mitochondrial",719
1392549,Dendromus nyasae,MZ420645.1,"Dendromus nyasae isolate TZJA026 cytochrome b (cytb) gene, partial cds; mitochondrial",916
2819596,unclassified Rhabdomys,MW512119.1,"Rhabdomys sp. PT2016x3 cytochrome b (cytb) gene, partial cds; mitochondrial",723
2028317,Peromyscus cf. hylocetes SJS-2017,KY754100.1,"Peromyscus cf. hylocetes SJS-2017 cytochrome b (cytb) gene, partial cds; mitochondrial",1115
2828277,Dendromus sp. indet. 9 GV-2021,MW712043.1,"Dendromus sp. indet. 9 GV-2021 voucher FMNH:202896 cytochrome b (cytb) gene, partial cds; mitochondrial",1118
530166,Cerradomys,ON212101.1,"Cerradomys langguthi voucher MN76769 cytochrome b (cytb) gene, complete cds; mitochondrial",1144
2082384,Aethomys cf. silindensis MOZ183,KY965339.1,"Aethomys cf. silindensis MOZ183 cytochrome b (cytb) gene, partial cds; mitochondrial",836
3040009,Otomys sp. FMNH 210780,OP690516.1,"Otomys sp. FMNH 210780 cytochrome b (cytb) gene, partial cds; mitochondrial",1135
3411888,Rattus sp. R3,PV440191.1,"Rattus sp. R3 isolate Siew/UNM/2025b2 cytochrome b (CYTB) gene, partial cds; mitochondrial",445
548867,Zygodontomys sp. 2 PGG-2008a,EU652763.1,"Zygodontomys sp. 2 PGG-2008a voucher JAO2250 cytochrome b (cytb) gene, partial cds; mitochondrial",1144
3115255,unclassified Microryzomys,PP094283.1,"Microryzomys sp. isolate SEP048 cytochrome b (cytb) gene, partial cds; mitochondrial",713
3115251,Chibchanomys sp.,PP094261.1,"Chibchanomys sp. isolate SEP040 cytochrome b (cytb) gene, partial cds; mitochondrial",1023
2629069,unclassified Meriones,MH384465.1,"Meriones sp. n. MAO-2018 strain Bojnourd73 cytochrome b (cytb) gene, partial cds; mitochondrial",533
2629328,unclassified Vandeleuria,LC869582.1,"Vandeleuria sp. UP-RA-127 mitochondrial cytb gene for Cytochrome B, partial cds",1140
2028314,Calomyscus sp. SJS-2017,KY753960.1,"Calomyscus sp. SJS-2017 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1465659,Muriculus imberbis,PV672212.1,"Muriculus imberbis voucher 4057 cytochrome b (cytb) gene, partial cds; mitochondrial",929
